timestamp,platform,browser,country,continent,user_type,is_new_user,used_web,visits,registrations,purchases,messages
2020-02-29 23:00:00 UTC,mobile_web,safari,US,North America,repeat_buyer,1,false,124,0,9,0
2020-02-29 23:00:00 UTC,web,firefox,US,North America,repeat_buyer,1,true,229,0,17,2
2020-02-29 23:00:00 UTC,mobile_web,safari,US,North America,guest,1,false,1568,41,2,0
2020-02-29 23:00:00 UTC,web,other,US,North America,repeat_buyer,1,true,220,0,14,1
2020-02-29 23:00:00 UTC,web,firefox,US,North America,rnc,1,true,371,0,3,0
2020-02-29 23:00:00 UTC,web,safari,US,North America,guest,1,true,295,34,5,0
2020-02-29 23:00:00 UTC,web,opera,US,North America,repeat_buyer,1,true,20,0,7,0
2020-02-29 23:00:00 UTC,app,other,US,North America,rnc,1,false,1196,0,69,0
2020-02-29 23:00:00 UTC,web,safari,US,North America,ftb,1,true,75,0,2,3
2020-02-29 23:00:00 UTC,web,chrome,US,North America,repeat_buyer,1,true,2716,0,206,30
2020-02-29 23:00:00 UTC,web,chrome,US,North America,stb,1,true,417,0,19,4
2020-02-29 23:00:00 UTC,web,safari,US,North America,repeat_buyer,1,true,463,0,52,5
2020-02-29 23:00:00 UTC,app,other,US,North America,ftb,1,false,661,0,19,0
2020-02-29 23:00:00 UTC,web,other,US,North America,stb,1,true,12,0,2,0
2020-02-29 23:00:00 UTC,app,other,US,North America,repeat_buyer,1,false,2524,0,106,0
2020-02-29 23:00:00 UTC,web,safari,US,North America,rnc,1,true,229,0,6,1
2020-02-29 23:00:00 UTC,mobile_web,chrome,US,North America,rnc,1,false,565,0,3,0
2020-02-29 23:00:00 UTC,web,other,US,North America,rnc,1,true,121,0,4,0
2020-02-29 23:00:00 UTC,web,safari,US,North America,stb,1,true,27,0,2,0
2020-02-29 23:00:00 UTC,web,chrome,US,North America,guest,1,true,2353,164,18,0
2020-02-29 23:00:00 UTC,mobile_web,chrome,US,North America,repeat_buyer,1,false,138,0,7,0
2020-02-29 23:00:00 UTC,web,other,US,North America,ftb,1,true,54,0,2,0
2020-02-29 23:00:00 UTC,mobile_web,chrome,US,North America,ftb,1,false,121,0,3,0
2020-02-29 23:00:00 UTC,mobile_web,other,US,North America,repeat_buyer,1,false,54,0,4,0
2020-02-29 23:00:00 UTC,web,firefox,US,North America,guest,1,true,483,18,5,0
2020-02-29 23:00:00 UTC,web,chrome,US,North America,rnc,1,true,2616,0,42,0
2020-02-29 23:00:00 UTC,web,chrome,US,North America,ftb,1,true,498,0,29,10
2020-02-29 23:00:00 UTC,web,other,US,North America,guest,1,true,7617,8,2,0
2020-02-29 23:00:00 UTC,mobile_web,safari,US,North America,rnc,1,false,598,0,4,0
2020-02-29 23:00:00 UTC,app,other,US,North America,stb,1,false,357,0,11,0
2020-02-29 23:00:00 UTC,web,firefox,US,North America,stb,1,true,19,0,3,1
2020-02-29 22:00:00 UTC,web,other,US,North America,repeat_buyer,1,true,188,0,19,1
2020-02-29 22:00:00 UTC,web,safari,US,North America,rnc,1,true,311,0,2,0
2020-02-29 22:00:00 UTC,app,other,US,North America,stb,1,false,282,0,11,0
2020-02-29 22:00:00 UTC,mobile_web,other,US,North America,ftb,1,false,7,0,2,0
2020-02-29 22:00:00 UTC,web,chrome,US,North America,guest,1,true,5206,172,20,0
2020-02-29 22:00:00 UTC,web,safari,US,North America,repeat_buyer,1,true,431,0,31,10
2020-02-29 22:00:00 UTC,web,safari,US,North America,ftb,1,true,83,0,7,4
2020-02-29 22:00:00 UTC,mobile_web,chrome,US,North America,repeat_buyer,1,false,224,0,14,0
2020-02-29 22:00:00 UTC,web,chrome,US,North America,stb,1,true,312,0,15,4
2020-02-29 22:00:00 UTC,web,safari,US,North America,stb,1,true,29,0,3,2
2020-02-29 22:00:00 UTC,mobile_web,safari,US,North America,guest,1,false,2037,43,2,0
2020-02-29 22:00:00 UTC,web,firefox,US,North America,repeat_buyer,1,true,226,0,26,2
2020-02-29 22:00:00 UTC,app,other,US,North America,rnc,1,false,1104,0,76,0
2020-02-29 22:00:00 UTC,mobile_web,chrome,US,North America,rnc,1,false,443,0,3,0
2020-02-29 22:00:00 UTC,mobile_web,chrome,US,North America,guest,1,false,1236,29,4,0
2020-02-29 22:00:00 UTC,app,other,US,North America,ftb,1,false,525,0,7,0
2020-02-29 22:00:00 UTC,web,chrome,US,North America,rnc,1,true,2780,0,35,0
